# 12 out of 12 mutations
45 #trees
22 6;9;10;11;13;15;17;18;20;21
22 3;5;12;14;16;19;23;33;34
4;7;30;32 39;40;45;48
35 37
36 44
37 51;52;54
11 #edges, tree 19
0 22
0 2;8;29
0 4;7;30;32
6;9;10;11;13;15;17;18;20;21 3;5;12;14;16;19;23;33;34
6;9;10;11;13;15;17;18;20;21 35
6;9;10;11;13;15;17;18;20;21 36
22 6;9;10;11;13;15;17;18;20;21
4;7;30;32 39;40;45;48
35 37
36 44
37 51;52;54
11 #edges, tree 20
0 22
0 2;8;29
0 4;7;30;32
6;9;10;11;13;15;17;18;20;21 36
6;9;10;11;13;15;17;18;20;21 37
22 6;9;10;11;13;15;17;18;20;21
22 3;5;12;14;16;19;23;33;34
4;7;30;32 39;40;45;48
36 44
37 35
37 51;52;54
11 #edges, tree 21
0 22
0 2;8;29
0 4;7;30;32
6;9;10;11;13;15;17;18;20;21 36
6;9;10;11;13;15;17;18;20;21 37
6;9;10;11;13;15;17;18;20;21 44
22 6;9;10;11;13;15;17;18;20;21
22 3;5;12;14;16;19;23;33;34
4;7;30;32 39;40;45;48
37 35
37 51;52;54
11 #edges, tree 22
0 22
0 2;8;29
0 4;7;30;32
6;9;10;11;13;15;17;18;20;21 36
6;9;10;11;13;15;17;18;20;21 37
6;9;10;11;13;15;17;18;20;21 44
22 6;9;10;11;13;15;17;18;20;21
22 3;5;12;14;16;19;23;33;34
4;7;30;32 39;40;45;48
35 51;52;54
37 35
11 #edges, tree 23
0 22
0 2;8;29
0 4;7;30;32
6;9;10;11;13;15;17;18;20;21 36
6;9;10;11;13;15;17;18;20;21 37
22 6;9;10;11;13;15;17;18;20;21
22 3;5;12;14;16;19;23;33;34
4;7;30;32 39;40;45;48
35 51;52;54
36 44
37 35
11 #edges, tree 24
0 22
0 2;8;29
0 4;7;30;32
6;9;10;11;13;15;17;18;20;21 3;5;12;14;16;19;23;33;34
6;9;10;11;13;15;17;18;20;21 36
6;9;10;11;13;15;17;18;20;21 37
6;9;10;11;13;15;17;18;20;21 44
22 6;9;10;11;13;15;17;18;20;21
4;7;30;32 39;40;45;48
37 35
37 51;52;54
11 #edges, tree 25
0 22
0 2;8;29
0 4;7;30;32
6;9;10;11;13;15;17;18;20;21 3;5;12;14;16;19;23;33;34
6;9;10;11;13;15;17;18;20;21 36
6;9;10;11;13;15;17;18;20;21 37
6;9;10;11;13;15;17;18;20;21 44
22 6;9;10;11;13;15;17;18;20;21
4;7;30;32 39;40;45;48
35 51;52;54
37 35
11 #edges, tree 26
0 22
0 2;8;29
0 4;7;30;32
6;9;10;11;13;15;17;18;20;21 3;5;12;14;16;19;23;33;34
6;9;10;11;13;15;17;18;20;21 36
6;9;10;11;13;15;17;18;20;21 37
22 6;9;10;11;13;15;17;18;20;21
4;7;30;32 39;40;45;48
36 44
37 35
37 51;52;54
11 #edges, tree 27
0 22
0 2;8;29
0 4;7;30;32
6;9;10;11;13;15;17;18;20;21 3;5;12;14;16;19;23;33;34
6;9;10;11;13;15;17;18;20;21 36
6;9;10;11;13;15;17;18;20;21 37
22 6;9;10;11;13;15;17;18;20;21
4;7;30;32 39;40;45;48
35 51;52;54
36 44
37 35
11 #edges, tree 28
0 6;9;10;11;13;15;17;18;20;21
0 2;8;29
0 4;7;30;32
6;9;10;11;13;15;17;18;20;21 22
6;9;10;11;13;15;17;18;20;21 3;5;12;14;16;19;23;33;34
6;9;10;11;13;15;17;18;20;21 44
22 35
22 36
4;7;30;32 39;40;45;48
35 37
37 51;52;54
11 #edges, tree 29
0 6;9;10;11;13;15;17;18;20;21
0 2;8;29
0 4;7;30;32
6;9;10;11;13;15;17;18;20;21 22
6;9;10;11;13;15;17;18;20;21 3;5;12;14;16;19;23;33;34
6;9;10;11;13;15;17;18;20;21 44
22 36
22 37
4;7;30;32 39;40;45;48
37 35
37 51;52;54
11 #edges, tree 30
0 6;9;10;11;13;15;17;18;20;21
0 2;8;29
0 4;7;30;32
6;9;10;11;13;15;17;18;20;21 22
6;9;10;11;13;15;17;18;20;21 3;5;12;14;16;19;23;33;34
6;9;10;11;13;15;17;18;20;21 44
22 36
22 37
4;7;30;32 39;40;45;48
35 51;52;54
37 35
11 #edges, tree 31
0 6;9;10;11;13;15;17;18;20;21
0 2;8;29
0 4;7;30;32
6;9;10;11;13;15;17;18;20;21 22
6;9;10;11;13;15;17;18;20;21 44
22 3;5;12;14;16;19;23;33;34
22 35
22 36
4;7;30;32 39;40;45;48
35 37
37 51;52;54
11 #edges, tree 32
0 6;9;10;11;13;15;17;18;20;21
0 2;8;29
0 4;7;30;32
6;9;10;11;13;15;17;18;20;21 22
6;9;10;11;13;15;17;18;20;21 44
22 3;5;12;14;16;19;23;33;34
22 36
22 37
4;7;30;32 39;40;45;48
37 35
37 51;52;54
11 #edges, tree 33
37 35
35 51;52;54
4;7;30;32 39;40;45;48
22 37
22 36
22 3;5;12;14;16;19;23;33;34
6;9;10;11;13;15;17;18;20;21 44
6;9;10;11;13;15;17;18;20;21 22
0 4;7;30;32
0 2;8;29
0 6;9;10;11;13;15;17;18;20;21
11 #edges, tree 34
37 51;52;54
36 44
35 37
4;7;30;32 39;40;45;48
22 36
22 35
6;9;10;11;13;15;17;18;20;21 3;5;12;14;16;19;23;33;34
6;9;10;11;13;15;17;18;20;21 22
0 4;7;30;32
0 2;8;29
0 6;9;10;11;13;15;17;18;20;21
11 #edges, tree 35
37 51;52;54
35 37
4;7;30;32 39;40;45;48
22 44
22 36
22 35
6;9;10;11;13;15;17;18;20;21 3;5;12;14;16;19;23;33;34
6;9;10;11;13;15;17;18;20;21 22
0 4;7;30;32
0 2;8;29
0 6;9;10;11;13;15;17;18;20;21
11 #edges, tree 36
37 51;52;54
37 35
4;7;30;32 39;40;45;48
22 44
22 37
22 36
6;9;10;11;13;15;17;18;20;21 3;5;12;14;16;19;23;33;34
6;9;10;11;13;15;17;18;20;21 22
0 4;7;30;32
0 2;8;29
0 6;9;10;11;13;15;17;18;20;21
11 #edges, tree 37
37 35
35 51;52;54
4;7;30;32 39;40;45;48
22 44
22 37
22 36
6;9;10;11;13;15;17;18;20;21 3;5;12;14;16;19;23;33;34
6;9;10;11;13;15;17;18;20;21 22
0 4;7;30;32
0 2;8;29
0 6;9;10;11;13;15;17;18;20;21
11 #edges, tree 38
37 51;52;54
37 35
36 44
4;7;30;32 39;40;45;48
22 37
22 36
6;9;10;11;13;15;17;18;20;21 3;5;12;14;16;19;23;33;34
6;9;10;11;13;15;17;18;20;21 22
0 4;7;30;32
0 2;8;29
0 6;9;10;11;13;15;17;18;20;21
11 #edges, tree 39
37 35
36 44
35 51;52;54
4;7;30;32 39;40;45;48
22 37
22 36
6;9;10;11;13;15;17;18;20;21 3;5;12;14;16;19;23;33;34
6;9;10;11;13;15;17;18;20;21 22
0 4;7;30;32
0 2;8;29
0 6;9;10;11;13;15;17;18;20;21
11 #edges, tree 40
37 51;52;54
37 35
4;7;30;32 39;40;45;48
22 44
22 37
22 36
22 3;5;12;14;16;19;23;33;34
6;9;10;11;13;15;17;18;20;21 22
0 4;7;30;32
0 2;8;29
0 6;9;10;11;13;15;17;18;20;21
11 #edges, tree 41
37 51;52;54
37 35
36 44
4;7;30;32 39;40;45;48
22 37
22 36
22 3;5;12;14;16;19;23;33;34
6;9;10;11;13;15;17;18;20;21 22
0 4;7;30;32
0 2;8;29
0 6;9;10;11;13;15;17;18;20;21
11 #edges, tree 42
37 35
36 44
35 51;52;54
4;7;30;32 39;40;45;48
22 37
22 36
22 3;5;12;14;16;19;23;33;34
6;9;10;11;13;15;17;18;20;21 22
0 4;7;30;32
0 2;8;29
0 6;9;10;11;13;15;17;18;20;21
11 #edges, tree 43
37 35
35 51;52;54
4;7;30;32 39;40;45;48
22 44
22 37
22 36
22 3;5;12;14;16;19;23;33;34
6;9;10;11;13;15;17;18;20;21 22
0 4;7;30;32
0 2;8;29
0 6;9;10;11;13;15;17;18;20;21
11 #edges, tree 44
37 51;52;54
36 44
35 37
4;7;30;32 39;40;45;48
22 36
22 35
22 3;5;12;14;16;19;23;33;34
6;9;10;11;13;15;17;18;20;21 22
0 4;7;30;32
0 2;8;29
0 6;9;10;11;13;15;17;18;20;21
11 #edges, tree 45
37 51;52;54
35 37
4;7;30;32 39;40;45;48
22 44
22 36
22 35
22 3;5;12;14;16;19;23;33;34
6;9;10;11;13;15;17;18;20;21 22
0 4;7;30;32
0 2;8;29
0 6;9;10;11;13;15;17;18;20;21
