# 14 out of 14 mutations
13296 #trees
13 #edges, tree 46
25;28;34;39;41 54;56
6;7;10 25;28;34;39;41
6;7;10 15;17;20
3 61
2 3
1 13;16;19;26;33
0 47;48
0 46
0 8;9;14;23;27;31;32;38;40
0 4;5;11;12;24;29;30;35;36;37
0 6;7;10
0 2
0 1
13 #edges, tree 47
25;28;34;39;41 54;56
6;7;10 25;28;34;39;41
6;7;10 15;17;20
2 8;9;14;23;27;31;32;38;40
2 3
1 13;16;19;26;33
0 61
0 47;48
0 46
0 4;5;11;12;24;29;30;35;36;37
0 6;7;10
0 2
0 1
13 #edges, tree 48
25;28;34;39;41 54;56
6;7;10 25;28;34;39;41
6;7;10 15;17;20
2 3
1 13;16;19;26;33
0 61
0 47;48
0 46
0 8;9;14;23;27;31;32;38;40
0 4;5;11;12;24;29;30;35;36;37
0 6;7;10
0 2
0 1
13 #edges, tree 49
25;28;34;39;41 54;56
6;7;10 25;28;34;39;41
6;7;10 15;17;20
3 8;9;14;23;27;31;32;38;40
2 3
1 13;16;19;26;33
0 61
0 47;48
0 46
0 4;5;11;12;24;29;30;35;36;37
0 6;7;10
0 2
0 1
13 #edges, tree 50
46 8;9;14;23;27;31;32;38;40
25;28;34;39;41 54;56
6;7;10 25;28;34;39;41
6;7;10 15;17;20
2 3
1 13;16;19;26;33
0 61
0 47;48
0 46
0 4;5;11;12;24;29;30;35;36;37
0 6;7;10
0 2
0 1
13 #edges, tree 51
25;28;34;39;41 54;56
6;7;10 25;28;34;39;41
6;7;10 15;17;20
2 3
1 8;9;14;23;27;31;32;38;40
1 13;16;19;26;33
0 61
0 47;48
0 46
0 4;5;11;12;24;29;30;35;36;37
0 6;7;10
0 2
0 1
13 #edges, tree 52
46 61
46 8;9;14;23;27;31;32;38;40
25;28;34;39;41 54;56
6;7;10 25;28;34;39;41
6;7;10 15;17;20
2 3
1 13;16;19;26;33
0 47;48
0 46
0 4;5;11;12;24;29;30;35;36;37
0 6;7;10
0 2
0 1
13 #edges, tree 53
46 8;9;14;23;27;31;32;38;40
25;28;34;39;41 54;56
4;5;11;12;24;29;30;35;36;37 61
6;7;10 25;28;34;39;41
6;7;10 15;17;20
2 3
1 13;16;19;26;33
0 47;48
0 46
0 4;5;11;12;24;29;30;35;36;37
0 6;7;10
0 2
0 1
13 #edges, tree 54
46 8;9;14;23;27;31;32;38;40
25;28;34;39;41 54;56
6;7;10 25;28;34;39;41
6;7;10 15;17;20
2 3
1 61
1 13;16;19;26;33
0 47;48
0 46
0 4;5;11;12;24;29;30;35;36;37
0 6;7;10
0 2
0 1
13 #edges, tree 55
25;28;34;39;41 54;56
6;7;10 25;28;34;39;41
6;7;10 15;17;20
3 8;9;14;23;27;31;32;38;40
2 3
1 61
1 13;16;19;26;33
0 47;48
0 46
0 4;5;11;12;24;29;30;35;36;37
0 6;7;10
0 2
0 1
13 #edges, tree 56
25;28;34;39;41 54;56
4;5;11;12;24;29;30;35;36;37 61
6;7;10 25;28;34;39;41
6;7;10 15;17;20
3 8;9;14;23;27;31;32;38;40
2 3
1 13;16;19;26;33
0 47;48
0 46
0 4;5;11;12;24;29;30;35;36;37
0 6;7;10
0 2
0 1
13 #edges, tree 57
46 61
25;28;34;39;41 54;56
6;7;10 25;28;34;39;41
6;7;10 15;17;20
3 8;9;14;23;27;31;32;38;40
2 3
1 13;16;19;26;33
0 47;48
0 46
0 4;5;11;12;24;29;30;35;36;37
0 6;7;10
0 2
0 1
13 #edges, tree 58
25;28;34;39;41 54;56
4;5;11;12;24;29;30;35;36;37 61
6;7;10 25;28;34;39;41
6;7;10 15;17;20
2 8;9;14;23;27;31;32;38;40
2 3
1 13;16;19;26;33
0 47;48
0 46
0 4;5;11;12;24;29;30;35;36;37
0 6;7;10
0 2
0 1
13 #edges, tree 59
25;28;34;39;41 54;56
4;5;11;12;24;29;30;35;36;37 61
6;7;10 25;28;34;39;41
6;7;10 15;17;20
2 3
1 8;9;14;23;27;31;32;38;40
1 13;16;19;26;33
0 47;48
0 46
0 4;5;11;12;24;29;30;35;36;37
0 6;7;10
0 2
0 1
13 #edges, tree 60
25;28;34;39;41 54;56
4;5;11;12;24;29;30;35;36;37 61
6;7;10 25;28;34;39;41
6;7;10 15;17;20
2 3
1 13;16;19;26;33
0 47;48
0 46
0 8;9;14;23;27;31;32;38;40
0 4;5;11;12;24;29;30;35;36;37
0 6;7;10
0 2
0 1
13 #edges, tree 61
25;28;34;39;41 54;56
6;7;10 25;28;34;39;41
6;7;10 15;17;20
2 3
1 61
1 8;9;14;23;27;31;32;38;40
1 13;16;19;26;33
0 47;48
0 46
0 4;5;11;12;24;29;30;35;36;37
0 6;7;10
0 2
0 1
13 #edges, tree 62
25;28;34;39;41 54;56
6;7;10 25;28;34;39;41
6;7;10 15;17;20
2 8;9;14;23;27;31;32;38;40
2 3
1 61
1 13;16;19;26;33
0 47;48
0 46
0 4;5;11;12;24;29;30;35;36;37
0 6;7;10
0 2
0 1
13 #edges, tree 63
25;28;34;39;41 54;56
6;7;10 25;28;34;39;41
6;7;10 15;17;20
2 3
1 61
1 13;16;19;26;33
0 47;48
0 46
0 8;9;14;23;27;31;32;38;40
0 4;5;11;12;24;29;30;35;36;37
0 6;7;10
0 2
0 1
13 #edges, tree 64
46 61
25;28;34;39;41 54;56
6;7;10 25;28;34;39;41
6;7;10 15;17;20
2 3
1 13;16;19;26;33
0 47;48
0 46
0 8;9;14;23;27;31;32;38;40
0 4;5;11;12;24;29;30;35;36;37
0 6;7;10
0 2
0 1
13 #edges, tree 65
0 1
0 2
0 6;7;10
0 4;5;11;12;24;29;30;35;36;37
0 46
0 47;48
1 13;16;19;26;33
1 8;9;14;23;27;31;32;38;40
2 3
6;7;10 15;17;20
6;7;10 25;28;34;39;41
25;28;34;39;41 54;56
46 61
13 #edges, tree 66
0 1
0 2
0 6;7;10
0 4;5;11;12;24;29;30;35;36;37
0 46
0 47;48
1 13;16;19;26;33
2 3
2 8;9;14;23;27;31;32;38;40
6;7;10 15;17;20
6;7;10 25;28;34;39;41
25;28;34;39;41 54;56
46 61
13 #edges, tree 67
0 1
0 2
0 6;7;10
0 4;5;11;12;24;29;30;35;36;37
0 46
0 47;48
1 3
1 13;16;19;26;33
1 8;9;14;23;27;31;32;38;40
1 61
6;7;10 15;17;20
6;7;10 25;28;34;39;41
25;28;34;39;41 54;56
13 #edges, tree 68
0 1
0 2
0 6;7;10
0 4;5;11;12;24;29;30;35;36;37
0 46
0 47;48
0 61
1 3
1 13;16;19;26;33
1 8;9;14;23;27;31;32;38;40
6;7;10 15;17;20
6;7;10 25;28;34;39;41
25;28;34;39;41 54;56
13 #edges, tree 69
0 1
0 2
0 6;7;10
0 4;5;11;12;24;29;30;35;36;37
0 46
0 47;48
1 3
1 13;16;19;26;33
1 8;9;14;23;27;31;32;38;40
6;7;10 15;17;20
6;7;10 25;28;34;39;41
4;5;11;12;24;29;30;35;36;37 61
25;28;34;39;41 54;56
13 #edges, tree 70
0 1
0 2
0 6;7;10
0 4;5;11;12;24;29;30;35;36;37
0 46
0 47;48
1 3
1 13;16;19;26;33
1 8;9;14;23;27;31;32;38;40
2 61
6;7;10 15;17;20
6;7;10 25;28;34;39;41
25;28;34;39;41 54;56
13 #edges, tree 71
0 1
0 2
0 6;7;10
0 4;5;11;12;24;29;30;35;36;37
0 46
0 47;48
1 3
1 13;16;19;26;33
1 8;9;14;23;27;31;32;38;40
6;7;10 15;17;20
6;7;10 25;28;34;39;41
25;28;34;39;41 54;56
46 61
13 #edges, tree 72
0 1
0 2
0 6;7;10
0 4;5;11;12;24;29;30;35;36;37
0 46
0 47;48
1 3
1 13;16;19;26;33
1 8;9;14;23;27;31;32;38;40
3 61
6;7;10 15;17;20
6;7;10 25;28;34;39;41
25;28;34;39;41 54;56
13 #edges, tree 73
0 1
0 2
0 6;7;10
0 4;5;11;12;24;29;30;35;36;37
0 46
0 47;48
0 61
1 3
1 13;16;19;26;33
2 8;9;14;23;27;31;32;38;40
6;7;10 15;17;20
6;7;10 25;28;34;39;41
25;28;34;39;41 54;56
13 #edges, tree 74
0 1
0 2
0 6;7;10
0 4;5;11;12;24;29;30;35;36;37
0 46
0 47;48
1 3
1 13;16;19;26;33
2 8;9;14;23;27;31;32;38;40
6;7;10 15;17;20
6;7;10 25;28;34;39;41
4;5;11;12;24;29;30;35;36;37 61
25;28;34;39;41 54;56
13 #edges, tree 75
0 1
0 2
0 6;7;10
0 4;5;11;12;24;29;30;35;36;37
0 46
0 47;48
1 3
1 13;16;19;26;33
2 8;9;14;23;27;31;32;38;40
6;7;10 15;17;20
6;7;10 25;28;34;39;41
25;28;34;39;41 54;56
46 61
13 #edges, tree 76
0 1
0 2
0 6;7;10
0 4;5;11;12;24;29;30;35;36;37
0 46
0 47;48
1 3
1 13;16;19;26;33
1 61
2 8;9;14;23;27;31;32;38;40
6;7;10 15;17;20
6;7;10 25;28;34;39;41
25;28;34;39;41 54;56
13 #edges, tree 77
0 1
0 2
0 6;7;10
0 4;5;11;12;24;29;30;35;36;37
0 46
0 47;48
1 3
1 13;16;19;26;33
2 8;9;14;23;27;31;32;38;40
3 61
6;7;10 15;17;20
6;7;10 25;28;34;39;41
25;28;34;39;41 54;56
13 #edges, tree 78
0 1
0 2
0 6;7;10
0 4;5;11;12;24;29;30;35;36;37
0 46
0 47;48
1 3
1 13;16;19;26;33
2 8;9;14;23;27;31;32;38;40
2 61
6;7;10 15;17;20
6;7;10 25;28;34;39;41
25;28;34;39;41 54;56
13 #edges, tree 79
0 1
0 2
0 6;7;10
0 4;5;11;12;24;29;30;35;36;37
0 8;9;14;23;27;31;32;38;40
0 46
0 47;48
0 61
1 3
1 13;16;19;26;33
6;7;10 15;17;20
6;7;10 25;28;34;39;41
25;28;34;39;41 54;56
13 #edges, tree 80
0 1
0 2
0 6;7;10
0 4;5;11;12;24;29;30;35;36;37
0 46
0 47;48
0 61
1 3
1 13;16;19;26;33
3 8;9;14;23;27;31;32;38;40
6;7;10 15;17;20
6;7;10 25;28;34;39;41
25;28;34;39;41 54;56
13 #edges, tree 81
0 1
0 2
0 6;7;10
0 4;5;11;12;24;29;30;35;36;37
0 46
0 47;48
0 61
1 3
1 13;16;19;26;33
6;7;10 15;17;20
6;7;10 25;28;34;39;41
25;28;34;39;41 54;56
46 8;9;14;23;27;31;32;38;40
13 #edges, tree 82
0 1
0 2
0 6;7;10
0 4;5;11;12;24;29;30;35;36;37
0 46
0 47;48
1 3
1 13;16;19;26;33
2 61
6;7;10 15;17;20
6;7;10 25;28;34;39;41
25;28;34;39;41 54;56
46 8;9;14;23;27;31;32;38;40
13 #edges, tree 83
0 1
0 2
0 6;7;10
0 4;5;11;12;24;29;30;35;36;37
0 46
0 47;48
1 3
1 13;16;19;26;33
6;7;10 15;17;20
6;7;10 25;28;34;39;41
25;28;34;39;41 54;56
46 8;9;14;23;27;31;32;38;40
46 61
13 #edges, tree 84
0 1
0 2
0 6;7;10
0 4;5;11;12;24;29;30;35;36;37
0 46
0 47;48
1 3
1 13;16;19;26;33
1 61
6;7;10 15;17;20
6;7;10 25;28;34;39;41
25;28;34;39;41 54;56
46 8;9;14;23;27;31;32;38;40
13 #edges, tree 85
0 1
0 2
0 6;7;10
0 4;5;11;12;24;29;30;35;36;37
0 46
0 47;48
1 3
1 13;16;19;26;33
3 61
6;7;10 15;17;20
6;7;10 25;28;34;39;41
25;28;34;39;41 54;56
46 8;9;14;23;27;31;32;38;40
13 #edges, tree 86
0 1
0 2
0 6;7;10
0 4;5;11;12;24;29;30;35;36;37
0 46
0 47;48
1 3
1 13;16;19;26;33
6;7;10 15;17;20
6;7;10 25;28;34;39;41
4;5;11;12;24;29;30;35;36;37 61
25;28;34;39;41 54;56
46 8;9;14;23;27;31;32;38;40
13 #edges, tree 87
0 1
0 2
0 6;7;10
0 4;5;11;12;24;29;30;35;36;37
0 46
0 47;48
1 3
1 13;16;19;26;33
3 8;9;14;23;27;31;32;38;40
6;7;10 15;17;20
6;7;10 25;28;34;39;41
4;5;11;12;24;29;30;35;36;37 61
25;28;34;39;41 54;56
13 #edges, tree 88
0 1
0 2
0 6;7;10
0 4;5;11;12;24;29;30;35;36;37
0 8;9;14;23;27;31;32;38;40
0 46
0 47;48
1 3
1 13;16;19;26;33
6;7;10 15;17;20
6;7;10 25;28;34;39;41
4;5;11;12;24;29;30;35;36;37 61
25;28;34;39;41 54;56
13 #edges, tree 89
0 1
0 2
0 6;7;10
0 4;5;11;12;24;29;30;35;36;37
0 8;9;14;23;27;31;32;38;40
0 46
0 47;48
1 3
1 13;16;19;26;33
2 61
6;7;10 15;17;20
6;7;10 25;28;34;39;41
25;28;34;39;41 54;56
13 #edges, tree 90
0 1
0 2
0 6;7;10
0 4;5;11;12;24;29;30;35;36;37
0 46
0 47;48
1 3
1 13;16;19;26;33
2 61
3 8;9;14;23;27;31;32;38;40
6;7;10 15;17;20
6;7;10 25;28;34;39;41
25;28;34;39;41 54;56
13 #edges, tree 91
0 1
0 2
0 6;7;10
0 4;5;11;12;24;29;30;35;36;37
0 46
0 47;48
1 3
1 13;16;19;26;33
1 61
3 8;9;14;23;27;31;32;38;40
6;7;10 15;17;20
6;7;10 25;28;34;39;41
25;28;34;39;41 54;56
13 #edges, tree 92
0 1
0 2
0 6;7;10
0 4;5;11;12;24;29;30;35;36;37
0 8;9;14;23;27;31;32;38;40
0 46
0 47;48
1 3
1 13;16;19;26;33
1 61
6;7;10 15;17;20
6;7;10 25;28;34;39;41
25;28;34;39;41 54;56
13 #edges, tree 93
0 1
0 2
0 6;7;10
0 4;5;11;12;24;29;30;35;36;37
0 46
0 47;48
1 3
1 13;16;19;26;33
3 8;9;14;23;27;31;32;38;40
3 61
6;7;10 15;17;20
6;7;10 25;28;34;39;41
25;28;34;39;41 54;56
13 #edges, tree 94
0 1
0 2
0 6;7;10
0 4;5;11;12;24;29;30;35;36;37
0 8;9;14;23;27;31;32;38;40
0 46
0 47;48
1 3
1 13;16;19;26;33
3 61
6;7;10 15;17;20
6;7;10 25;28;34;39;41
25;28;34;39;41 54;56
13 #edges, tree 95
0 1
0 2
0 6;7;10
0 4;5;11;12;24;29;30;35;36;37
0 8;9;14;23;27;31;32;38;40
0 46
0 47;48
1 3
1 13;16;19;26;33
6;7;10 15;17;20
6;7;10 25;28;34;39;41
25;28;34;39;41 54;56
46 61
13 #edges, tree 96
0 1
0 2
0 6;7;10
0 4;5;11;12;24;29;30;35;36;37
0 46
0 47;48
1 3
1 13;16;19;26;33
3 8;9;14;23;27;31;32;38;40
6;7;10 15;17;20
6;7;10 25;28;34;39;41
25;28;34;39;41 54;56
46 61
13 #edges, tree 97
0 1
0 3
0 6;7;10
0 4;5;11;12;24;29;30;35;36;37
0 46
0 47;48
