# 12 out of 12 mutations
154 #trees
11 #edges, tree 8
0 1
0 4
0 6;10;14
0 48
1 2
1 3
1 7;8;9;13;30;33;35;41;44;45
2 11;12;15;16;17;18;22;29;36;37
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
11 #edges, tree 9
11;12;15;16;17;18;22;29;36;37 2
6;10;14 24;31;32;40;43
6;10;14 20;21;26
2 19;34;38;39;42
1 7;8;9;13;30;33;35;41;44;45
1 11;12;15;16;17;18;22;29;36;37
1 3
0 48
0 6;10;14
0 4
0 1
11 #edges, tree 10
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
6;10;14 24;31;32;40;43
6;10;14 20;21;26
2 11;12;15;16;17;18;22;29;36;37
1 48
1 7;8;9;13;30;33;35;41;44;45
1 3
1 2
0 6;10;14
0 4
0 1
11 #edges, tree 11
7;8;9;13;30;33;35;41;44;45 48
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
6;10;14 24;31;32;40;43
6;10;14 20;21;26
2 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
1 3
1 2
0 6;10;14
0 4
0 1
11 #edges, tree 12
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
6;10;14 24;31;32;40;43
6;10;14 20;21;26
2 48
2 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
1 3
1 2
0 6;10;14
0 4
0 1
11 #edges, tree 13
7;8;9;13;30;33;35;41;44;45 48
11;12;15;16;17;18;22;29;36;37 2
6;10;14 24;31;32;40;43
6;10;14 20;21;26
2 19;34;38;39;42
1 7;8;9;13;30;33;35;41;44;45
1 11;12;15;16;17;18;22;29;36;37
1 3
0 6;10;14
0 4
0 1
11 #edges, tree 14
11;12;15;16;17;18;22;29;36;37 2
6;10;14 24;31;32;40;43
6;10;14 20;21;26
2 19;34;38;39;42
1 48
1 7;8;9;13;30;33;35;41;44;45
1 11;12;15;16;17;18;22;29;36;37
1 3
0 6;10;14
0 4
0 1
11 #edges, tree 15
11;12;15;16;17;18;22;29;36;37 2
6;10;14 24;31;32;40;43
6;10;14 20;21;26
2 19;34;38;39;42
1 7;8;9;13;30;33;35;41;44;45
1 11;12;15;16;17;18;22;29;36;37
1 4
1 3
0 48
0 6;10;14
0 1
11 #edges, tree 16
11;12;15;16;17;18;22;29;36;37 2
6;10;14 24;31;32;40;43
6;10;14 20;21;26
2 19;34;38;39;42
1 7;8;9;13;30;33;35;41;44;45
1 11;12;15;16;17;18;22;29;36;37
1 4
0 48
0 6;10;14
0 3
0 1
11 #edges, tree 17
0 1
0 6;10;14
0 48
1 3
1 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
2 4
2 19;34;38;39;42
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 2
11 #edges, tree 18
0 1
0 3
0 6;10;14
0 48
1 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
2 4
2 19;34;38;39;42
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 2
11 #edges, tree 19
0 1
0 3
0 6;10;14
0 48
1 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
2 19;34;38;39;42
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 2
11;12;15;16;17;18;22;29;36;37 4
11 #edges, tree 20
0 1
0 6;10;14
0 48
1 3
1 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
2 19;34;38;39;42
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 2
11;12;15;16;17;18;22;29;36;37 4
11 #edges, tree 21
0 1
0 3
0 6;10;14
0 48
1 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
2 19;34;38;39;42
3 4
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 2
11 #edges, tree 22
0 1
0 3
0 6;10;14
0 48
1 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
2 19;34;38;39;42
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 2
48 4
11 #edges, tree 23
0 1
0 3
0 6;10;14
0 48
1 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
2 19;34;38;39;42
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 2
19;34;38;39;42 4
11 #edges, tree 24
0 1
0 3
0 6;10;14
0 48
1 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
2 19;34;38;39;42
6;10;14 4
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 2
11 #edges, tree 25
0 1
0 3
0 6;10;14
0 48
1 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
2 19;34;38;39;42
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 2
7;8;9;13;30;33;35;41;44;45 4
11 #edges, tree 26
0 1
0 3
0 6;10;14
0 48
1 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
2 19;34;38;39;42
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 2
24;31;32;40;43 4
11 #edges, tree 27
0 1
0 3
0 6;10;14
0 48
1 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
2 19;34;38;39;42
6;10;14 20;21;26
6;10;14 24;31;32;40;43
20;21;26 4
11;12;15;16;17;18;22;29;36;37 2
11 #edges, tree 28
0 1
0 6;10;14
0 48
1 3
1 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
2 19;34;38;39;42
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 2
48 4
11 #edges, tree 29
0 1
0 6;10;14
0 48
1 3
1 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
2 19;34;38;39;42
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 2
7;8;9;13;30;33;35;41;44;45 4
11 #edges, tree 30
0 1
0 6;10;14
0 48
1 3
1 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
2 19;34;38;39;42
3 4
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 2
11 #edges, tree 31
0 1
0 6;10;14
0 48
1 3
1 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
2 19;34;38;39;42
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 2
24;31;32;40;43 4
11 #edges, tree 32
0 1
0 6;10;14
0 48
1 3
1 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
2 19;34;38;39;42
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 2
19;34;38;39;42 4
11 #edges, tree 33
11;12;15;16;17;18;22;29;36;37 2
6;10;14 24;31;32;40;43
6;10;14 20;21;26
6;10;14 4
2 19;34;38;39;42
1 7;8;9;13;30;33;35;41;44;45
1 11;12;15;16;17;18;22;29;36;37
1 3
0 48
0 6;10;14
0 1
11 #edges, tree 34
11;12;15;16;17;18;22;29;36;37 2
20;21;26 4
6;10;14 24;31;32;40;43
6;10;14 20;21;26
2 19;34;38;39;42
1 7;8;9;13;30;33;35;41;44;45
1 11;12;15;16;17;18;22;29;36;37
1 3
0 48
0 6;10;14
0 1
11 #edges, tree 35
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
6;10;14 24;31;32;40;43
6;10;14 20;21;26
2 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
1 4
1 2
0 48
0 6;10;14
0 3
0 1
11 #edges, tree 36
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
6;10;14 24;31;32;40;43
6;10;14 20;21;26
2 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
1 4
1 3
1 2
0 48
0 6;10;14
0 1
11 #edges, tree 37
24;31;32;40;43 4
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
6;10;14 24;31;32;40;43
6;10;14 20;21;26
2 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
1 3
1 2
0 48
0 6;10;14
0 1
11 #edges, tree 38
24;31;32;40;43 4
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
6;10;14 24;31;32;40;43
6;10;14 20;21;26
2 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
1 2
0 48
0 6;10;14
0 3
0 1
11 #edges, tree 39
48 4
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
6;10;14 24;31;32;40;43
6;10;14 20;21;26
2 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
1 2
0 48
0 6;10;14
0 3
0 1
11 #edges, tree 40
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
20;21;26 4
6;10;14 24;31;32;40;43
6;10;14 20;21;26
2 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
1 2
0 48
0 6;10;14
0 3
0 1
11 #edges, tree 41
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
6;10;14 24;31;32;40;43
6;10;14 20;21;26
2 11;12;15;16;17;18;22;29;36;37
2 4
1 7;8;9;13;30;33;35;41;44;45
1 2
0 48
0 6;10;14
0 3
0 1
11 #edges, tree 42
7;8;9;13;30;33;35;41;44;45 4
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
6;10;14 24;31;32;40;43
6;10;14 20;21;26
2 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
1 2
0 48
0 6;10;14
0 3
0 1
11 #edges, tree 43
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
11;12;15;16;17;18;22;29;36;37 4
6;10;14 24;31;32;40;43
6;10;14 20;21;26
2 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
1 2
0 48
0 6;10;14
0 3
0 1
11 #edges, tree 44
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
6;10;14 24;31;32;40;43
6;10;14 20;21;26
3 4
2 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
1 2
0 48
0 6;10;14
0 3
0 1
11 #edges, tree 45
19;34;38;39;42 4
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
6;10;14 24;31;32;40;43
6;10;14 20;21;26
2 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
1 2
0 48
0 6;10;14
0 3
0 1
11 #edges, tree 46
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
6;10;14 24;31;32;40;43
6;10;14 20;21;26
6;10;14 4
2 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
1 2
0 48
0 6;10;14
0 3
0 1
11 #edges, tree 47
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
20;21;26 4
6;10;14 24;31;32;40;43
6;10;14 20;21;26
2 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
1 3
1 2
0 48
0 6;10;14
0 1
11 #edges, tree 48
48 4
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
6;10;14 24;31;32;40;43
6;10;14 20;21;26
2 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
1 3
1 2
0 48
0 6;10;14
0 1
11 #edges, tree 49
7;8;9;13;30;33;35;41;44;45 4
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
6;10;14 24;31;32;40;43
6;10;14 20;21;26
2 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
1 3
1 2
0 48
0 6;10;14
0 1
11 #edges, tree 50
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
6;10;14 24;31;32;40;43
6;10;14 20;21;26
6;10;14 4
2 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
1 3
1 2
0 48
0 6;10;14
0 1
11 #edges, tree 51
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
6;10;14 24;31;32;40;43
6;10;14 20;21;26
2 11;12;15;16;17;18;22;29;36;37
2 4
1 7;8;9;13;30;33;35;41;44;45
1 3
1 2
0 48
0 6;10;14
0 1
11 #edges, tree 52
19;34;38;39;42 4
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
6;10;14 24;31;32;40;43
6;10;14 20;21;26
2 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
1 3
1 2
0 48
0 6;10;14
0 1
11 #edges, tree 53
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
11;12;15;16;17;18;22;29;36;37 4
6;10;14 24;31;32;40;43
6;10;14 20;21;26
2 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
1 3
1 2
0 48
0 6;10;14
0 1
11 #edges, tree 54
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
6;10;14 24;31;32;40;43
6;10;14 20;21;26
3 4
2 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
1 3
1 2
0 48
0 6;10;14
0 1
11 #edges, tree 55
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
6;10;14 24;31;32;40;43
6;10;14 20;21;26
2 11;12;15;16;17;18;22;29;36;37
2 4
1 48
1 7;8;9;13;30;33;35;41;44;45
1 2
0 6;10;14
0 3
0 1
11 #edges, tree 56
7;8;9;13;30;33;35;41;44;45 4
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
6;10;14 24;31;32;40;43
6;10;14 20;21;26
2 11;12;15;16;17;18;22;29;36;37
1 48
1 7;8;9;13;30;33;35;41;44;45
1 2
0 6;10;14
0 3
0 1
11 #edges, tree 57
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
6;10;14 24;31;32;40;43
6;10;14 20;21;26
2 11;12;15;16;17;18;22;29;36;37
1 48
1 7;8;9;13;30;33;35;41;44;45
1 4
1 2
0 6;10;14
0 3
0 1
11 #edges, tree 58
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
6;10;14 24;31;32;40;43
6;10;14 20;21;26
3 4
2 11;12;15;16;17;18;22;29;36;37
1 48
1 7;8;9;13;30;33;35;41;44;45
1 2
0 6;10;14
0 3
0 1
11 #edges, tree 59
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
11;12;15;16;17;18;22;29;36;37 4
6;10;14 24;31;32;40;43
6;10;14 20;21;26
2 11;12;15;16;17;18;22;29;36;37
1 48
1 7;8;9;13;30;33;35;41;44;45
1 2
0 6;10;14
0 3
0 1
11 #edges, tree 60
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
6;10;14 24;31;32;40;43
6;10;14 20;21;26
6;10;14 4
2 11;12;15;16;17;18;22;29;36;37
1 48
1 7;8;9;13;30;33;35;41;44;45
1 2
0 6;10;14
0 3
0 1
11 #edges, tree 61
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
20;21;26 4
6;10;14 24;31;32;40;43
6;10;14 20;21;26
2 11;12;15;16;17;18;22;29;36;37
1 48
1 7;8;9;13;30;33;35;41;44;45
1 2
0 6;10;14
0 3
0 1
11 #edges, tree 62
24;31;32;40;43 4
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
6;10;14 24;31;32;40;43
6;10;14 20;21;26
2 11;12;15;16;17;18;22;29;36;37
1 48
1 7;8;9;13;30;33;35;41;44;45
1 2
0 6;10;14
0 3
0 1
11 #edges, tree 63
19;34;38;39;42 4
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
6;10;14 24;31;32;40;43
6;10;14 20;21;26
2 11;12;15;16;17;18;22;29;36;37
1 48
1 7;8;9;13;30;33;35;41;44;45
1 2
0 6;10;14
0 3
0 1
11 #edges, tree 64
48 4
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
6;10;14 24;31;32;40;43
6;10;14 20;21;26
2 11;12;15;16;17;18;22;29;36;37
1 48
1 7;8;9;13;30;33;35;41;44;45
1 2
0 6;10;14
0 3
0 1
11 #edges, tree 65
0 1
0 3
0 6;10;14
1 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
1 48
2 19;34;38;39;42
3 4
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 2
11 #edges, tree 66
0 1
0 3
0 6;10;14
1 4
1 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
1 48
2 19;34;38;39;42
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 2
11 #edges, tree 67
0 1
0 3
0 6;10;14
1 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
1 48
2 19;34;38;39;42
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 2
48 4
11 #edges, tree 68
0 1
0 3
0 6;10;14
1 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
1 48
2 19;34;38;39;42
6;10;14 20;21;26
6;10;14 24;31;32;40;43
20;21;26 4
11;12;15;16;17;18;22;29;36;37 2
11 #edges, tree 69
0 1
0 3
0 6;10;14
1 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
1 48
2 19;34;38;39;42
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 2
7;8;9;13;30;33;35;41;44;45 4
11 #edges, tree 70
0 1
0 3
0 6;10;14
1 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
1 48
2 19;34;38;39;42
6;10;14 4
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 2
11 #edges, tree 71
0 1
0 3
0 6;10;14
1 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
1 48
2 19;34;38;39;42
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 2
11;12;15;16;17;18;22;29;36;37 4
11 #edges, tree 72
0 1
0 3
0 6;10;14
1 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
1 48
2 19;34;38;39;42
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 2
24;31;32;40;43 4
11 #edges, tree 73
0 1
0 3
0 6;10;14
1 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
1 48
2 4
2 19;34;38;39;42
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 2
11 #edges, tree 74
0 1
0 3
0 6;10;14
1 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
1 48
2 19;34;38;39;42
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 2
19;34;38;39;42 4
11 #edges, tree 75
0 1
0 3
0 6;10;14
1 4
1 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
2 19;34;38;39;42
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 2
7;8;9;13;30;33;35;41;44;45 48
11 #edges, tree 76
0 1
0 3
0 6;10;14
1 2
1 4
1 7;8;9;13;30;33;35;41;44;45
2 11;12;15;16;17;18;22;29;36;37
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
7;8;9;13;30;33;35;41;44;45 48
11 #edges, tree 77
0 1
0 3
0 6;10;14
1 2
1 4
1 7;8;9;13;30;33;35;41;44;45
2 11;12;15;16;17;18;22;29;36;37
2 48
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
11 #edges, tree 78
0 1
0 3
0 6;10;14
1 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
2 19;34;38;39;42
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 2
7;8;9;13;30;33;35;41;44;45 4
7;8;9;13;30;33;35;41;44;45 48
11 #edges, tree 79
0 1
0 3
0 6;10;14
1 2
1 7;8;9;13;30;33;35;41;44;45
2 11;12;15;16;17;18;22;29;36;37
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
7;8;9;13;30;33;35;41;44;45 4
7;8;9;13;30;33;35;41;44;45 48
11 #edges, tree 80
0 1
0 3
0 6;10;14
1 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
2 19;34;38;39;42
6;10;14 4
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 2
7;8;9;13;30;33;35;41;44;45 48
11 #edges, tree 81
0 1
0 3
0 6;10;14
1 2
1 7;8;9;13;30;33;35;41;44;45
2 11;12;15;16;17;18;22;29;36;37
6;10;14 4
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
7;8;9;13;30;33;35;41;44;45 48
11 #edges, tree 82
0 1
0 3
0 6;10;14
1 2
1 7;8;9;13;30;33;35;41;44;45
2 11;12;15;16;17;18;22;29;36;37
3 4
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
7;8;9;13;30;33;35;41;44;45 48
11 #edges, tree 83
0 1
0 3
0 6;10;14
1 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
2 19;34;38;39;42
3 4
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 2
7;8;9;13;30;33;35;41;44;45 48
11 #edges, tree 84
0 1
0 3
0 6;10;14
1 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
2 19;34;38;39;42
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 2
7;8;9;13;30;33;35;41;44;45 48
48 4
11 #edges, tree 85
0 1
0 3
0 6;10;14
1 2
1 7;8;9;13;30;33;35;41;44;45
2 11;12;15;16;17;18;22;29;36;37
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
7;8;9;13;30;33;35;41;44;45 48
48 4
11 #edges, tree 86
0 1
0 3
0 6;10;14
1 2
1 7;8;9;13;30;33;35;41;44;45
2 11;12;15;16;17;18;22;29;36;37
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
24;31;32;40;43 4
7;8;9;13;30;33;35;41;44;45 48
11 #edges, tree 87
0 1
0 3
0 6;10;14
1 2
1 7;8;9;13;30;33;35;41;44;45
2 4
2 11;12;15;16;17;18;22;29;36;37
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
7;8;9;13;30;33;35;41;44;45 48
11 #edges, tree 88
0 1
0 3
0 6;10;14
1 2
1 7;8;9;13;30;33;35;41;44;45
2 11;12;15;16;17;18;22;29;36;37
6;10;14 20;21;26
6;10;14 24;31;32;40;43
20;21;26 4
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
7;8;9;13;30;33;35;41;44;45 48
11 #edges, tree 89
0 1
0 3
0 6;10;14
1 2
1 7;8;9;13;30;33;35;41;44;45
2 11;12;15;16;17;18;22;29;36;37
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 4
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
7;8;9;13;30;33;35;41;44;45 48
11 #edges, tree 90
0 1
0 3
0 6;10;14
1 2
1 7;8;9;13;30;33;35;41;44;45
2 11;12;15;16;17;18;22;29;36;37
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 19;34;38;39;42
19;34;38;39;42 4
7;8;9;13;30;33;35;41;44;45 48
11 #edges, tree 91
0 1
0 3
0 6;10;14
1 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
2 19;34;38;39;42
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 2
24;31;32;40;43 4
7;8;9;13;30;33;35;41;44;45 48
11 #edges, tree 92
0 1
0 3
0 6;10;14
1 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
2 19;34;38;39;42
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 2
11;12;15;16;17;18;22;29;36;37 4
7;8;9;13;30;33;35;41;44;45 48
11 #edges, tree 93
0 1
0 3
0 6;10;14
1 11;12;15;16;17;18;22;29;36;37
1 7;8;9;13;30;33;35;41;44;45
2 4
2 19;34;38;39;42
6;10;14 20;21;26
6;10;14 24;31;32;40;43
11;12;15;16;17;18;22;29;36;37 2
