sample_id	cluster_id	size	mean	std
small_bowel_site_1	16	11	0.009425660369728295	0.0029670664453127125
omentum_site_1	16	11	0.001421294673741391	0.0035146766857911387
right_ovary_site_1	16	11	0.010431042064308243	0.0020497024525735893
right_ovary_site_3	16	11	0.9423580549480546	0.03578279348944202
right_ovary_site_2	16	11	0.3998357521655884	0.038021783165829014
right_ovary_site_4	16	11	0.009178890735520773	0.00298355347125494
small_bowel_site_1	17	23	0.010637955644746523	0.002477782906773448
omentum_site_1	17	23	0.009965726552054391	0.0014722213465513012
right_ovary_site_1	17	23	0.0010004361438819694	0.0030005836712948394
right_ovary_site_3	17	23	0.010207929921794989	0.0014376340341812409
right_ovary_site_2	17	23	0.0006893819417086821	0.0025336164036654815
right_ovary_site_4	17	23	0.01009490016093121	0.0009788260531394149
small_bowel_site_1	18	3	0.9146656172310527	0.0686458444717069
omentum_site_1	18	3	0.8723737507635825	0.08633921715789787
right_ovary_site_1	18	3	0.941801671905596	0.04674714768488418
right_ovary_site_3	18	3	0.01064446123886859	0.005804885229050181
right_ovary_site_2	18	3	0.012385024635859264	0.006379655665867721
right_ovary_site_4	18	3	0.937575862155493	0.050855738965227194
small_bowel_site_1	19	1	0.8919962479874871	0.09263419501956956
omentum_site_1	19	1	0.8584621127170673	0.10988312541116324
right_ovary_site_1	19	1	0.024454579199749662	0.017400654922440167
right_ovary_site_3	19	1	0.020656150200414294	0.015960035012040758
right_ovary_site_2	19	1	0.8331941620813216	0.10870913201063141
right_ovary_site_4	19	1	0.8478795199668689	0.10351712217926755
small_bowel_site_1	20	3	0.029211354954625613	0.018414902931000402
omentum_site_1	20	3	0.03132099559523091	0.01971705767910756
right_ovary_site_1	20	3	0.026482792592220777	0.01453659328114856
right_ovary_site_3	20	3	0.973829776706753	0.027874244264188358
right_ovary_site_2	20	3	0.9765651219454665	0.02591964206407458
right_ovary_site_4	20	3	0.03300345562542751	0.017775085638593983
small_bowel_site_1	21	1	0.5857674241735219	0.24517111519543056
omentum_site_1	21	1	0.6028348465201977	0.2555261379092967
right_ovary_site_1	21	1	0.7018087777317881	0.11125820630767984
right_ovary_site_3	21	1	0.45497799809814254	0.11563439064777661
right_ovary_site_2	21	1	0.48498655825344533	0.1842822810507234
right_ovary_site_4	21	1	0.5155179418169857	0.18993252106392483
small_bowel_site_1	22	2	0.004675362061198016	0.008115134259456612
omentum_site_1	22	2	0.005874529399895675	0.010195864014297501
right_ovary_site_1	22	2	0.03202707637682262	0.01877748758389278
right_ovary_site_3	22	2	0.6406847290458669	0.2176331697629622
right_ovary_site_2	22	2	0.7461422330071975	0.19504442980832917
right_ovary_site_4	22	2	0.7594022623694793	0.21232838478379015
small_bowel_site_1	23	1	0.39949935159816086	0.29394513182112025
omentum_site_1	23	1	0.4237320022053297	0.2946683082553939
right_ovary_site_1	23	1	0.37507368982299405	0.28491429714350075
right_ovary_site_3	23	1	0.4324334270158282	0.2892529684272644
right_ovary_site_2	23	1	0.44471366560900927	0.2915143764036015
right_ovary_site_4	23	1	0.2933477883146633	0.25875278983925254
small_bowel_site_1	24	2	0.7418196056820214	0.11546130906501177
omentum_site_1	24	2	0.6462535293799611	0.178512068382491
right_ovary_site_1	24	2	0.25325491590366994	0.06799522564152816
right_ovary_site_3	24	2	0.4167098612701623	0.09382182482307211
right_ovary_site_2	24	2	0.41175155483090653	0.09084717281076131
right_ovary_site_4	24	2	0.5162421492184333	0.09582260300334049
small_bowel_site_1	25	3	0.8892691032811695	0.07742480000687581
omentum_site_1	25	3	0.9289430622128757	0.0593941499088642
right_ovary_site_1	25	3	0.014540014030197685	0.007085373747238039
right_ovary_site_3	25	3	0.010956367136720758	0.006005690721920562
right_ovary_site_2	25	3	0.0011560942543748446	0.0033621760517913496
right_ovary_site_4	25	3	0.9359939958414842	0.051671850081198685
small_bowel_site_1	26	1	0.5000000000000003	0.2915475947422644
omentum_site_1	26	1	0.5000000000000003	0.2915475947422644
right_ovary_site_1	26	1	0.5000000000000003	0.2915475947422644
right_ovary_site_3	26	1	0.37147646665273915	0.27132474992041944
right_ovary_site_2	26	1	0.5000000000000003	0.2915475947422644
right_ovary_site_4	26	1	0.5000000000000003	0.2915475947422644
small_bowel_site_1	27	2	0.9240959951936861	0.07200822699729566
omentum_site_1	27	2	0.8555892678559684	0.11193699241262114
right_ovary_site_1	27	2	0.012591592104183941	0.008380429388224513
right_ovary_site_3	27	2	0.941485478434446	0.057008161071826303
right_ovary_site_2	27	2	0.9338267422238017	0.06021198398379675
right_ovary_site_4	27	2	0.8900827178740125	0.08639735619086608
small_bowel_site_1	28	1	0.33231597922401773	0.26716822230851006
omentum_site_1	28	1	0.4259682644503044	0.28772235069172225
right_ovary_site_1	28	1	0.17833473840942804	0.1679232815595642
right_ovary_site_3	28	1	0.27696054233918155	0.23321878167928645
right_ovary_site_2	28	1	0.5000000000000003	0.2915475947422644
right_ovary_site_4	28	1	0.4292320761079181	0.2846196922889369
small_bowel_site_1	29	1	0.8092269211383054	0.12935603098806653
omentum_site_1	29	1	0.8648439998776416	0.10587059081248307
right_ovary_site_1	29	1	0.9210143224738937	0.06733169028272584
right_ovary_site_3	29	1	0.5195732529370816	0.10175085740166649
right_ovary_site_2	29	1	0.8014845717844787	0.11669351755995855
right_ovary_site_4	29	1	0.9076000371514751	0.0772596421795185
